,Time,Year,Month,Day,Period,Weekday,is_holiday,is_weekend,Mean Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Weather,Total Trips,Member Trips,Casual Trips,Mean Trip Duration (sec)
0,2017-01-01,2017,1,1,1,6,True,True,1.25,-4.1000000000000005,67.66666666666667,25.666666666666668,33.5,16.099999999999998,100.21833333333332,Clear,69,65,4,593.0869565217391
1,2017-01-01,2017,1,1,2,6,True,True,0.0749999999999999,-5.0,68.75,25.0,28.75,16.1,100.8575,Clear,18,18,0,491.55555555555554
2,2017-01-01,2017,1,1,3,6,True,True,2.22,-5.42,57.2,23.8,20.2,16.1,101.222,Clear,116,96,20,784.1034482758621
3,2017-01-01,2017,1,1,4,6,True,True,2.425,-4.95,58.25,22.75,17.25,16.1,101.4275,Clear,171,141,30,697.1052631578947
4,2017-01-01,2017,1,1,5,6,True,True,1.0,-3.04,74.6,23.8,12.6,16.1,101.704,Clear,108,92,16,691.7777777777778
5,2017-01-02,2017,1,2,1,0,True,False,0.65,-2.2333333333333334,81.0,5.2,11.833333333333334,16.099999999999998,101.785,Clear,32,30,2,582.5
6,2017-01-02,2017,1,2,2,0,True,False,2.5,0.3,85.5,6.25,22.5,15.3,101.7775,Clear,53,52,1,643.5094339622641
7,2017-01-02,2017,1,2,3,0,True,False,3.88,0.4999999999999999,78.8,6.4,26.2,16.1,101.628,Clear,254,235,19,643.6456692913385
8,2017-01-02,2017,1,2,4,0,True,False,3.95,0.6,78.75,7.0,26.75,16.1,101.45,Clear,278,241,37,650.9388489208633
9,2017-01-02,2017,1,2,5,0,True,False,3.88,2.3,89.4,7.2,17.6,14.18,101.114,Clear,209,198,11,594.6267942583733
10,2017-01-03,2017,1,3,1,1,False,False,3.883333333333333,3.35,96.33333333333331,6.166666666666667,19.666666666666668,6.699999999999999,100.7,Precipitation,35,31,4,737.9428571428572
11,2017-01-03,2017,1,3,2,1,False,False,4.2,3.9,98.0,8.75,17.0,9.25,100.215,Clear,182,178,4,665.434065934066
12,2017-01-03,2017,1,3,3,1,False,False,4.3,4.0,98.0,6.4,16.0,9.04,99.776,Precipitation,194,191,3,628.7216494845361
13,2017-01-03,2017,1,3,4,1,False,False,4.7250000000000005,4.25,96.75,5.25,14.25,14.500000000000002,99.31,Precipitation,283,280,3,634.0918727915194
14,2017-01-03,2017,1,3,5,1,False,False,4.319999999999999,3.54,94.6,21.2,9.2,10.3,98.974,Precipitation,177,173,4,695.090395480226
15,2017-01-04,2017,1,4,1,2,False,False,3.266666666666667,2.033333333333333,91.83333333333331,26.666666666666668,17.166666666666668,15.033333333333331,98.75166666666668,Clear,27,27,0,571.0
16,2017-01-04,2017,1,4,2,2,False,False,3.3,0.175,80.0,25.5,32.5,16.1,98.835,Clear,291,287,4,630.872852233677
17,2017-01-04,2017,1,4,3,2,False,False,-0.8400000000000001,-7.2,62.4,26.2,47.0,16.1,99.076,Clear,391,376,15,625.5217391304348
18,2017-01-04,2017,1,4,4,2,False,False,-4.575,-11.275,60.0,25.75,48.0,16.1,99.415,Clear,408,397,11,639.2598039215686
19,2017-01-04,2017,1,4,5,2,False,False,-6.74,-11.56,68.8,25.2,47.8,15.14,99.624,Clear,278,274,4,589.4532374100719
20,2017-01-05,2017,1,5,1,3,False,False,-6.25,-10.966666666666669,69.5,24.5,46.833333333333336,16.099999999999998,99.835,Clear,21,21,0,616.3809523809524
21,2017-01-05,2017,1,5,2,3,False,False,-6.775,-11.325,70.25,24.5,40.75,16.1,100.1525,Clear,224,223,1,621.2232142857143
22,2017-01-05,2017,1,5,3,3,False,False,-6.2,-12.5,61.4,25.2,32.8,16.1,100.226,Clear,311,304,7,605.6945337620579
23,2017-01-05,2017,1,5,4,3,False,False,-6.5,-12.2,64.25,26.75,26.75,15.7,100.185,Clear,391,384,7,600.1867007672635
24,2017-01-05,2017,1,5,5,3,False,False,-8.4,-13.64,66.4,27.6,26.4,16.1,100.372,Clear,263,259,4,629.574144486692
25,2017-01-06,2017,1,6,1,4,False,False,-10.266666666666667,-14.833333333333334,69.5,27.666666666666668,23.83333333333333,16.099999999999998,100.585,Clear,37,33,4,651.2972972972973
26,2017-01-06,2017,1,6,2,4,False,False,-11.15,-15.575,70.25,26.75,24.75,16.1,100.805,Clear,214,210,4,606.8084112149533
27,2017-01-06,2017,1,6,3,4,False,False,-7.399999999999999,-15.94,51.0,26.4,22.8,16.1,101.004,Clear,290,290,0,555.5931034482759
28,2017-01-06,2017,1,6,4,4,False,False,-7.65,-16.35,50.25,27.75,24.0,16.1,101.215,Clear,399,377,22,641.609022556391
29,2017-01-06,2017,1,6,5,4,False,False,-9.78,-16.22,60.0,28.2,19.4,16.1,101.554,Clear,235,233,2,606.5148936170212
30,2017-01-07,2017,1,7,1,5,False,True,-10.966666666666669,-15.55,69.33333333333333,28.666666666666668,14.5,16.099999999999998,101.74333333333334,Clear,39,37,2,580.3589743589744
31,2017-01-07,2017,1,7,2,5,False,True,-11.475,-15.225,74.25,26.5,9.25,16.1,101.82,Clear,26,26,0,555.8076923076923
32,2017-01-07,2017,1,7,3,5,False,True,-7.720000000000001,-13.220000000000002,65.2,27.0,13.8,16.1,101.754,Clear,215,213,2,560.5813953488372
33,2017-01-07,2017,1,7,4,5,False,True,-8.25,-15.474999999999998,56.5,27.25,23.75,16.1,101.6375,Clear,181,178,3,632.6298342541437
34,2017-01-07,2017,1,7,5,5,False,True,-9.9,-15.320000000000002,65.2,24.6,32.8,16.1,101.58599999999998,Clear,92,88,4,553.3152173913044
35,2017-01-08,2017,1,8,1,6,False,True,-9.15,-13.383333333333333,71.83333333333333,26.666666666666668,32.0,16.099999999999998,101.34666666666668,Clear,39,39,0,637.0512820512821
36,2017-01-08,2017,1,8,2,6,False,True,-9.625,-17.15,55.0,29.75,24.5,16.1,101.69,Clear,20,18,2,469.0
37,2017-01-08,2017,1,8,3,6,False,True,-9.14,-17.66,51.0,30.8,30.4,16.1,102.106,Clear,158,156,2,494.2911392405063
38,2017-01-08,2017,1,8,4,6,False,True,-9.775,-17.299999999999997,55.0,31.25,17.5,16.1,102.4525,Clear,159,157,2,510.8427672955975
39,2017-01-08,2017,1,8,5,6,False,True,-10.14,-15.84,63.8,27.0,16.4,16.1,102.68800000000002,Clear,109,108,1,549.3302752293578
40,2017-01-09,2017,1,9,1,0,False,False,-7.366666666666666,-13.116666666666664,64.0,24.666666666666668,26.666666666666668,16.099999999999998,102.50666666666666,Clear,19,19,0,413.578947368421
41,2017-01-09,2017,1,9,2,0,False,False,-5.275,-10.025,69.5,21.5,39.75,16.1,102.29,Precipitation,277,276,1,633.0613718411553
42,2017-01-09,2017,1,9,3,0,False,False,-3.76,-8.620000000000001,69.4,22.0,41.8,15.14,101.96,Clear,317,313,4,583.2902208201892
43,2017-01-09,2017,1,9,4,0,False,False,-2.375,-8.925,61.0,24.0,29.75,16.1,101.8675,Clear,451,444,7,612.0753880266076
44,2017-01-09,2017,1,9,5,0,False,False,-1.7599999999999998,-7.159999999999999,66.8,22.8,30.2,16.1,101.916,Clear,297,293,4,631.7171717171717
45,2017-01-10,2017,1,10,1,1,False,False,-0.7166666666666667,-6.516666666666666,65.0,20.0,24.83333333333333,12.883333333333333,101.69666666666666,Clear,27,26,1,664.2222222222222
46,2017-01-10,2017,1,10,2,1,False,False,-0.95,-2.325,90.5,15.75,21.5,2.2,101.3225,Precipitation,107,107,0,742.6355140186915
47,2017-01-10,2017,1,10,3,1,False,False,0.58,-2.5,80.2,13.6,19.2,12.24,100.72,Precipitation,142,141,1,635.443661971831
48,2017-01-10,2017,1,10,4,1,False,False,2.35,1.525,94.25,15.5,21.25,12.5,99.9325,Precipitation,135,135,0,682.6814814814815
49,2017-01-10,2017,1,10,5,1,False,False,5.26,4.0200000000000005,91.6,19.2,26.2,10.98,99.204,Precipitation,113,112,1,619.4601769911504
50,2017-01-11,2017,1,11,1,2,False,False,5.15,1.4333333333333331,77.16666666666667,24.0,49.16666666666666,15.033333333333337,99.52333333333335,Clear,21,21,0,526.1904761904761
51,2017-01-11,2017,1,11,2,2,False,False,2.375,-2.2,71.75,24.25,30.75,16.1,100.6575,Clear,346,343,3,614.3757225433526
52,2017-01-11,2017,1,11,3,2,False,False,3.1,-0.8799999999999999,75.2,22.2,24.6,16.1,100.932,Clear,444,438,6,609.8018018018018
53,2017-01-11,2017,1,11,4,2,False,False,4.199999999999999,-0.025,74.0,10.0,9.75,16.1,100.53,Clear,576,565,11,616.2708333333334
54,2017-01-11,2017,1,11,5,2,False,False,4.340000000000001,1.58,82.2,8.4,11.8,15.78,100.116,Clear,452,443,9,639.5951327433628
55,2017-01-12,2017,1,12,1,3,False,False,6.733333333333333,6.216666666666666,96.5,18.0,6.833333333333333,5.2,99.58,Precipitation,28,27,1,725.9642857142857
56,2017-01-12,2017,1,12,2,3,False,False,5.1,3.95,92.25,32.0,20.0,13.275,99.865,Clear,325,323,2,665.0707692307692
57,2017-01-12,2017,1,12,3,3,False,False,3.3,1.22,86.2,31.8,15.6,16.1,100.154,Clear,453,443,10,591.3863134657837
58,2017-01-12,2017,1,12,4,3,False,False,2.7750000000000004,0.25,83.5,31.25,15.75,16.1,100.475,Clear,581,564,17,634.4870912220309
59,2017-01-12,2017,1,12,5,3,False,False,0.98,-3.2400000000000007,73.6,28.6,22.4,16.1,101.202,Clear,413,409,4,625.547215496368
60,2017-01-13,2017,1,13,1,4,False,False,-1.3333333333333333,-7.85,61.66666666666666,27.5,32.833333333333336,16.099999999999998,101.83166666666666,Clear,47,47,0,563.8936170212766
61,2017-01-13,2017,1,13,2,4,False,False,-3.3,-10.85,56.25,28.25,20.25,16.1,102.5825,Clear,333,331,2,632.072072072072
62,2017-01-13,2017,1,13,3,4,False,False,-2.28,-11.0,51.6,30.4,21.4,16.1,102.96,Clear,493,476,17,564.6247464503043
63,2017-01-13,2017,1,13,4,4,False,False,-3.55,-10.375,59.5,32.5,17.25,16.1,103.1725,Clear,486,479,7,627.895061728395
64,2017-01-13,2017,1,13,5,4,False,False,-5.6,-11.599999999999998,63.0,33.8,16.2,16.1,103.31,Clear,300,287,13,610.26
65,2017-01-14,2017,1,14,1,5,False,True,-7.366666666666666,-13.3,62.833333333333336,11.6,12.333333333333334,16.099999999999998,103.115,Clear,68,62,6,538.7647058823529
66,2017-01-14,2017,1,14,2,5,False,True,-6.95,-11.125,72.5,5.0,14.5,16.1,102.7975,Clear,33,31,2,532.9090909090909
67,2017-01-14,2017,1,14,3,5,False,True,-4.6000000000000005,-7.539999999999999,80.0,5.6,13.8,16.1,102.368,Clear,250,237,13,599.428
68,2017-01-14,2017,1,14,4,5,False,True,-2.7750000000000004,-6.175000000000001,77.5,18.666666666666668,6.5,16.1,101.96,Clear,255,240,15,592.1647058823529
69,2017-01-14,2017,1,14,5,5,False,True,-3.08,-6.839999999999999,75.4,26.0,15.4,16.1,101.88,Clear,163,149,14,626.7914110429448
70,2017-01-15,2017,1,15,1,6,False,True,-3.766666666666666,-7.033333333333332,78.16666666666667,26.666666666666668,13.166666666666666,16.099999999999998,101.88833333333332,Clear,51,46,5,647.6470588235294
71,2017-01-15,2017,1,15,2,6,False,True,-2.875,-6.025,79.0,25.5,10.5,16.1,102.035,Clear,26,26,0,607.3461538461538
72,2017-01-15,2017,1,15,3,6,False,True,-0.62,-6.4,65.2,26.8,9.2,16.1,102.064,Clear,237,214,23,628.9071729957806
73,2017-01-15,2017,1,15,4,6,False,True,0.225,-6.55,60.5,24.25,10.0,16.1,101.965,Clear,266,248,18,607.8195488721805
74,2017-01-15,2017,1,15,5,6,False,True,-0.6599999999999999,-5.220000000000001,71.6,23.2,16.0,16.1,101.93,Clear,189,183,6,568.9470899470899
75,2017-01-16,2017,1,16,1,0,False,False,-2.533333333333333,-5.533333333333334,80.0,26.166666666666668,13.333333333333334,16.099999999999998,101.885,Clear,36,33,3,571.5277777777778
76,2017-01-16,2017,1,16,2,0,False,False,-3.025,-5.75,81.5,24.5,15.75,13.7,101.8725,Clear,348,347,1,640.8419540229885
77,2017-01-16,2017,1,16,3,0,False,False,1.12,-4.16,68.2,23.4,16.6,16.1,101.774,Clear,449,434,15,609.9487750556793
78,2017-01-16,2017,1,16,4,0,False,False,1.85,-2.925,70.75,21.75,13.5,16.1,101.5875,Clear,559,551,8,627.6046511627907
79,2017-01-16,2017,1,16,5,0,False,False,1.22,-3.38,71.6,24.4,8.8,16.1,101.52,Clear,493,484,9,647.0243407707911
80,2017-01-17,2017,1,17,1,1,False,False,1.25,-2.083333333333333,78.83333333333333,11.4,8.666666666666666,13.166666666666666,101.26666666666668,Clear,53,53,0,658.4150943396227
81,2017-01-17,2017,1,17,2,1,False,False,1.95,0.7250000000000001,91.5,6.5,31.0,6.85,100.8625,Precipitation,147,145,2,655.0952380952381
82,2017-01-17,2017,1,17,3,1,False,False,1.8,1.02,94.6,6.6,47.2,7.160000000000001,100.332,Precipitation,163,162,1,581.079754601227
83,2017-01-17,2017,1,17,4,1,False,False,2.175,1.6,96.0,6.0,38.0,9.675,100.0275,Precipitation,275,273,2,607.5090909090909
84,2017-01-17,2017,1,17,5,1,False,False,2.0,1.2,94.6,15.6,16.2,8.7,100.048,Precipitation,227,226,1,630.4449339207049
85,2017-01-18,2017,1,18,1,2,False,False,1.7833333333333332,1.3833333333333335,97.5,25.0,9.333333333333334,3.0666666666666664,100.15166666666666,Fog,41,41,0,551.3658536585366
86,2017-01-18,2017,1,18,2,2,False,False,2.6,2.075,96.25,25.25,11.25,10.175,100.385,Clear,328,328,0,635.7591463414634
87,2017-01-18,2017,1,18,3,2,False,False,3.74,1.64,86.0,28.0,11.4,16.1,100.57,Clear,498,488,10,570.5401606425703
88,2017-01-18,2017,1,18,4,2,False,False,3.675,1.225,84.0,26.25,17.0,16.1,100.6925,Clear,622,619,3,640.9372990353697
89,2017-01-18,2017,1,18,5,2,False,False,3.14,1.7600000000000002,90.6,24.2,18.6,14.5,100.652,Clear,526,524,2,633.4201520912547
90,2017-01-19,2017,1,19,1,3,False,False,3.3833333333333333,1.9166666666666663,90.16666666666669,24.666666666666668,17.166666666666668,9.633333333333333,100.69333333333331,Fog,56,54,2,648.6071428571429
91,2017-01-19,2017,1,19,2,3,False,False,2.725,1.3,90.25,26.25,14.5,14.1,100.865,Clear,395,389,6,657.4911392405063
92,2017-01-19,2017,1,19,3,3,False,False,2.76,1.16,89.2,22.6,14.2,13.860000000000005,100.868,Clear,530,517,13,583.6603773584906
93,2017-01-19,2017,1,19,4,3,False,False,2.625,0.6000000000000001,86.25,21.0,13.75,13.3,100.7575,Clear,656,632,24,636.7713414634146
94,2017-01-19,2017,1,19,5,3,False,False,2.3,-0.18,83.8,17.25,4.6,13.54,100.714,Clear,467,460,7,622.5888650963598
95,2017-01-20,2017,1,20,1,4,False,False,1.8333333333333333,-0.0166666666666666,87.5,14.75,3.6666666666666665,15.833333333333334,100.46,Clear,69,63,6,671.2173913043479
96,2017-01-20,2017,1,20,2,4,False,False,2.475,1.0,90.25,7.0,12.5,14.500000000000002,100.1375,Clear,418,413,5,662.4138755980862
97,2017-01-20,2017,1,20,3,4,False,False,3.4,1.56,87.6,7.2,21.6,16.1,99.922,Clear,536,508,28,581.3843283582089
98,2017-01-20,2017,1,20,4,4,False,False,3.5,2.675,94.25,6.25,22.25,12.5,99.7875,Clear,565,557,8,639.3433628318584
99,2017-01-20,2017,1,20,5,4,False,False,3.26,2.72,96.4,6.6,19.6,5.220000000000001,99.848,Fog,403,385,18,658.379652605459
100,2017-01-21,2017,1,21,1,5,False,True,3.2,3.1,99.0,21.166666666666668,8.333333333333334,2.033333333333333,99.94833333333334,Fog,124,117,7,614.8951612903226
101,2017-01-21,2017,1,21,2,5,False,True,3.65,3.5,98.75,17.25,11.75,7.275,99.9925,Fog,51,50,1,547.6862745098039
102,2017-01-21,2017,1,21,3,5,False,True,4.4,3.7599999999999993,95.6,8.5,9.6,6.42,99.866,Fog,421,374,47,676.0617577197149
103,2017-01-21,2017,1,21,4,5,False,True,4.075,3.7,97.25,6.75,18.25,2.975,99.7575,Fog,464,386,78,700.0452586206897
104,2017-01-21,2017,1,21,5,5,False,True,4.340000000000001,4.159999999999999,98.6,6.0,20.2,6.44,99.74,Fog,266,249,17,654.5563909774436
105,2017-01-22,2017,1,22,1,6,False,True,3.616666666666666,3.45,98.66666666666669,7.333333333333333,14.666666666666666,2.3000000000000003,99.695,Fog,135,123,12,611.1555555555556
106,2017-01-22,2017,1,22,2,6,False,True,3.375,3.325,99.75,7.75,19.25,0.7,99.69,Precipitation,44,39,5,583.5909090909091
107,2017-01-22,2017,1,22,3,6,False,True,3.9,3.44,96.8,6.4,25.0,14.820000000000002,99.786,Clear,303,251,52,628.1353135313532
108,2017-01-22,2017,1,22,4,6,False,True,4.550000000000001,3.3000000000000003,91.5,6.25,28.0,16.1,99.7175,Clear,287,250,37,698.6968641114983
109,2017-01-22,2017,1,22,5,6,False,True,3.5,0.96,83.4,7.2,39.4,16.1,99.862,Clear,208,201,7,588.6298076923077
110,2017-01-23,2017,1,23,1,0,False,False,2.333333333333333,0.3833333333333333,87.0,6.333333333333333,33.0,16.099999999999998,99.92166666666668,Clear,49,49,0,576.2857142857143
111,2017-01-23,2017,1,23,2,0,False,False,2.325,1.425,93.75,6.5,39.0,16.1,99.95,Clear,380,377,3,662.4657894736843
112,2017-01-23,2017,1,23,3,0,False,False,3.12,1.56,89.4,6.6,40.8,16.1,99.972,Clear,472,466,6,608.0868644067797
113,2017-01-23,2017,1,23,4,0,False,False,3.55,0.825,82.25,6.5,37.75,16.1,99.8925,Clear,597,588,9,627.7939698492462
114,2017-01-23,2017,1,23,5,0,False,False,2.46,-0.22,82.4,6.0,32.0,16.1,99.992,Clear,478,466,12,603.8075313807532
115,2017-01-24,2017,1,24,1,1,False,False,0.9666666666666668,-2.833333333333333,75.83333333333333,4.666666666666667,21.666666666666668,16.099999999999998,99.81,Clear,40,39,1,563.625
116,2017-01-24,2017,1,24,2,1,False,False,0.8250000000000001,-4.175,69.5,20.0,11.25,16.1,99.755,Clear,405,401,4,657.3111111111111
117,2017-01-24,2017,1,24,3,1,False,False,1.26,-3.44,71.2,32.6,12.8,13.44,99.666,Clear,519,497,22,598.5105973025048
118,2017-01-24,2017,1,24,4,1,False,False,1.0,-1.7,82.25,32.5,14.25,11.675,99.6025,Clear,503,494,9,642.1570576540755
119,2017-01-24,2017,1,24,5,1,False,False,1.6800000000000002,-2.02,76.4,28.0,13.2,16.1,99.684,Clear,493,476,17,637.2880324543611
120,2017-01-25,2017,1,25,1,2,False,False,1.5,-2.3000000000000003,76.0,26.5,17.666666666666668,16.099999999999998,99.67833333333334,Clear,57,57,0,561.5438596491229
121,2017-01-25,2017,1,25,2,2,False,False,2.4000000000000004,0.8500000000000001,89.5,23.75,19.0,16.1,99.6575,Clear,455,446,9,664.5956043956044
122,2017-01-25,2017,1,25,3,2,False,False,4.12,1.8,84.8,22.8,15.2,16.1,99.44199999999998,Clear,572,546,26,585.270979020979
123,2017-01-25,2017,1,25,4,2,False,False,3.875,2.075,88.0,19.666666666666668,8.25,16.1,99.065,Clear,601,577,24,681.838602329451
124,2017-01-25,2017,1,25,5,2,False,False,2.9,2.3200000000000003,96.0,10.75,5.2,5.78,98.842,Precipitation,406,390,16,651.6871921182266
125,2017-01-26,2017,1,26,1,3,False,False,3.2,2.983333333333333,98.5,22.0,6.333333333333333,5.15,98.57833333333336,Fog,31,29,2,539.3870967741935
126,2017-01-26,2017,1,26,2,3,False,False,3.775,2.55,91.75,23.25,23.0,14.500000000000002,98.5075,Precipitation,200,193,7,606.935
127,2017-01-26,2017,1,26,3,3,False,False,3.7,1.42,85.2,28.2,22.2,16.1,98.578,Precipitation,302,289,13,616.0993377483444
128,2017-01-26,2017,1,26,4,3,False,False,3.625,-1.2000000000000002,71.0,29.5,22.75,16.1,98.9575,Clear,563,555,8,638.3090586145648
129,2017-01-26,2017,1,26,5,3,False,False,2.72,-1.22,75.4,26.8,26.6,16.1,99.23,Clear,501,496,5,606.7045908183633
130,2017-01-27,2017,1,27,1,4,False,False,1.1,-4.966666666666666,64.16666666666667,27.83333333333333,32.166666666666664,16.099999999999998,99.38,Clear,56,55,1,603.1071428571429
131,2017-01-27,2017,1,27,2,4,False,False,0.425,-4.4,70.25,26.0,33.25,16.1,99.4225,Clear,370,368,2,660.7081081081081
132,2017-01-27,2017,1,27,3,4,False,False,2.28,-3.78,64.2,27.4,33.2,16.1,99.36,Clear,507,491,16,549.301775147929
133,2017-01-27,2017,1,27,4,4,False,False,1.375,-4.1,67.25,26.5,34.25,16.1,99.3025,Clear,549,522,27,625.568306010929
134,2017-01-27,2017,1,27,5,4,False,False,0.5,-4.16,71.2,26.2,32.6,16.1,99.398,Clear,355,351,4,628.7830985915493
135,2017-01-28,2017,1,28,1,5,False,True,-0.3166666666666666,-5.25,69.33333333333333,26.166666666666668,35.5,16.099999999999998,99.355,Clear,76,73,3,695.421052631579
136,2017-01-28,2017,1,28,2,5,False,True,-0.7250000000000001,-4.675,75.0,24.0,31.75,15.7,99.365,Clear,29,29,0,623.1724137931035
137,2017-01-28,2017,1,28,3,5,False,True,-0.8399999999999999,-4.24,77.8,24.0,35.2,15.460000000000004,99.32,Precipitation,259,236,23,608.7374517374517
138,2017-01-28,2017,1,28,4,5,False,True,-0.175,-3.575,78.0,23.5,30.75,12.9,99.2275,Precipitation,235,218,17,648.2553191489362
139,2017-01-28,2017,1,28,5,5,False,True,-0.4800000000000001,-2.72,84.8,23.6,34.0,12.56,99.238,Precipitation,172,165,7,627.453488372093
140,2017-01-29,2017,1,29,1,6,False,True,-1.4666666666666668,-5.583333333333333,74.0,27.166666666666668,28.5,16.099999999999998,99.305,Clear,70,68,2,612.0
141,2017-01-29,2017,1,29,2,6,False,True,-2.75,-9.0,62.5,26.5,28.5,16.1,99.4775,Clear,28,25,3,626.2857142857143
142,2017-01-29,2017,1,29,3,6,False,True,-2.14,-9.86,56.0,28.2,23.8,14.5,99.624,Clear,219,210,9,583.4885844748859
143,2017-01-29,2017,1,29,4,6,False,True,-2.775,-10.675,55.0,29.0,19.5,16.1,99.775,Precipitation,265,251,14,576.4679245283019
144,2017-01-29,2017,1,29,5,6,False,True,-4.68,-11.56,58.8,30.6,17.0,16.1,99.94,Clear,165,161,4,574.5272727272727
145,2017-01-30,2017,1,30,1,0,False,False,-6.816666666666666,-12.550000000000002,64.16666666666667,32.166666666666664,12.666666666666666,16.099999999999998,100.01666666666664,Clear,33,32,1,514.0
146,2017-01-30,2017,1,30,2,0,False,False,-9.325,-15.3,62.25,34.0,16.25,16.1,100.2375,Clear,288,288,0,641.1388888888889
147,2017-01-30,2017,1,30,3,0,False,False,-6.58,-14.76,52.6,24.25,10.6,16.1,100.39,Clear,423,411,12,595.1347517730496
148,2017-01-30,2017,1,30,4,0,False,False,-4.425,-13.6,49.25,28.0,18.5,16.1,100.3875,Clear,510,498,12,646.1843137254901
149,2017-01-30,2017,1,30,5,0,False,False,-5.040000000000001,-12.54,56.2,25.8,17.0,16.1,100.406,Clear,365,354,11,587.0054794520548
150,2017-01-31,2017,1,31,1,1,False,False,-3.75,-11.783333333333331,54.333333333333336,17.166666666666668,13.5,16.099999999999998,100.06333333333332,Clear,41,41,0,656.8536585365854
151,2017-01-31,2017,1,31,2,1,False,False,-2.825,-8.100000000000001,67.25,10.5,19.25,16.1,99.6725,Clear,392,389,3,653.7142857142857
152,2017-01-31,2017,1,31,3,1,False,False,-2.3999999999999995,-5.4,80.0,8.8,21.2,13.2,99.522,Precipitation,435,430,5,565.480459770115
153,2017-01-31,2017,1,31,4,1,False,False,-1.6,-4.05,83.5,6.25,16.25,16.1,99.5925,Precipitation,503,499,4,629.6461232604373
154,2017-01-31,2017,1,31,5,1,False,False,-1.8,-3.14,90.8,14.333333333333334,5.8,3.6800000000000006,99.668,Precipitation,315,313,2,651.1650793650794
155,2017-02-01,2017,2,1,1,2,False,False,-1.75,-3.616666666666667,87.33333333333333,26.33333333333333,19.5,9.916666666666668,99.79,Clear,18,18,0,473.5
156,2017-02-01,2017,2,1,2,2,False,False,0.15,-3.475,76.75,24.5,31.0,16.1,99.995,Clear,257,256,1,672.568093385214
157,2017-02-01,2017,2,1,3,2,False,False,2.08,-5.1,60.2,26.4,32.0,16.1,100.21200000000002,Clear,411,404,7,612.2092457420924
158,2017-02-01,2017,2,1,4,2,False,False,2.25,-6.725,51.75,26.0,31.0,16.1,100.44,Clear,607,600,7,648.168039538715
159,2017-02-01,2017,2,1,5,2,False,False,-0.1599999999999999,-4.540000000000001,72.6,28.4,22.2,16.1,100.65,Clear,436,430,6,621.3348623853211
160,2017-02-02,2017,2,2,1,3,False,False,-2.2333333333333334,-8.066666666666668,64.66666666666667,29.666666666666668,18.166666666666668,16.099999999999998,100.74166666666667,Clear,51,48,3,569.9411764705883
161,2017-02-02,2017,2,2,2,3,False,False,-3.225,-9.925,60.5,28.25,21.75,16.1,100.915,Clear,353,350,3,613.7167138810198
162,2017-02-02,2017,2,2,3,3,False,False,-2.62,-12.36,47.4,28.0,35.6,16.1,101.022,Clear,475,461,14,568.28
163,2017-02-02,2017,2,2,4,3,False,False,-4.3,-12.65,52.5,26.75,36.5,16.1,101.225,Clear,508,504,4,647.5866141732283
164,2017-02-02,2017,2,2,5,3,False,False,-4.98,-12.14,57.6,26.0,33.2,16.1,101.366,Precipitation,373,371,2,593.1474530831099
165,2017-02-03,2017,2,3,1,4,False,False,-6.2,-12.8,59.833333333333336,27.166666666666668,28.666666666666668,16.099999999999998,101.285,Clear,47,47,0,586.9148936170212
166,2017-02-03,2017,2,3,2,4,False,False,-6.875,-11.55,69.5,24.5,35.0,16.1,101.3075,Clear,280,279,1,635.4892857142858
167,2017-02-03,2017,2,3,3,4,False,False,-4.76,-12.66,54.8,25.6,33.6,16.1,101.278,Clear,461,447,14,549.5162689804772
168,2017-02-03,2017,2,3,4,4,False,False,-5.074999999999999,-12.225,58.25,26.5,33.75,16.1,101.315,Clear,460,449,11,638.0608695652174
169,2017-02-03,2017,2,3,5,4,False,False,-6.4,-10.86,70.8,25.8,37.4,16.1,101.538,Clear,278,274,4,635.6187050359712
170,2017-02-04,2017,2,4,1,5,False,True,-5.583333333333333,-11.566666666666668,63.16666666666666,25.83333333333333,35.5,16.099999999999998,101.665,Clear,63,59,4,636.3333333333334
171,2017-02-04,2017,2,4,2,5,False,True,-6.425,-11.15,69.5,24.25,31.0,16.1,101.7575,Clear,39,39,0,536.5384615384615
172,2017-02-04,2017,2,4,3,5,False,True,-4.24,-11.08,59.6,25.0,30.2,16.1,101.684,Precipitation,248,235,13,637.2983870967741
173,2017-02-04,2017,2,4,4,5,False,True,-2.575,-10.75,53.75,24.25,29.75,16.1,101.385,Clear,274,251,23,601.3065693430657
174,2017-02-04,2017,2,4,5,5,False,True,-2.6000000000000005,-8.120000000000001,66.0,24.8,25.8,16.1,101.096,Clear,196,184,12,665.4591836734694
175,2017-02-05,2017,2,5,1,6,False,True,-0.1333333333333333,-7.383333333333333,58.5,22.33333333333333,38.5,16.099999999999998,100.48166666666668,Clear,70,64,6,602.8857142857142
176,2017-02-05,2017,2,5,2,6,False,True,-0.9,-5.425000000000001,72.25,23.75,36.25,14.900000000000002,100.075,Clear,32,32,0,511.3125
177,2017-02-05,2017,2,5,3,6,False,True,-0.36,-3.18,81.4,24.6,32.0,13.12,99.958,Precipitation,177,170,7,553.9604519774011
178,2017-02-05,2017,2,5,4,6,False,True,0.95,-3.5,72.25,26.75,27.5,16.1,100.0775,Precipitation,242,234,8,605.00826446281
